	act	scene	char_from	char_to	sentence
791	4	6	HAMLET	HORATIO	’ Come, I will give you way for these your letters, And do’t the speedier, that you may direct me To him from whom you brought them.
792	4	7	KING	LAERTES	Now must your conscience my acquittance seal, And you must put me in your heart for friend, Sith you have heard, and with a knowing ear, That he which hath your noble father slain Pursu’d my life.
793	4	7	LAERTES	KING	It well appears. But tell me Why you proceeded not against these feats, So crimeful and so capital in nature, As by your safety, wisdom, all things else, You mainly were stirr’d up.
794	4	7	KING	LAERTES	O, for two special reasons, Which may to you, perhaps, seem much unsinew’d, But yet to me they are strong. The Queen his mother Lives almost by his looks; and for myself,— My virtue or my plague, be it either which,— She’s so conjunctive to my life and soul, That, as the star moves not but in his sphere, I could not but by her. The other motive, Why to a public count I might not go, Is the great love the general gender bear him, Who, dipping all his faults in their affection, Would like the spring that turneth wood to stone, Convert his gyves to graces; so that my arrows, Too slightly timber’d for so loud a wind, Would have reverted to my bow again, And not where I had aim’d them.
795	4	7	LAERTES	KING	And so have I a noble father lost, A sister driven into desperate terms, Whose worth, if praises may go back again, Stood challenger on mount of all the age For her perfections. But my revenge will come.
796	4	7	KING	LAERTES	Break not your sleeps for that. You must not think That we are made of stuff so flat and dull That we can let our beard be shook with danger, And think it pastime. You shortly shall hear more. I lov’d your father, and we love ourself, And that, I hope, will teach you to imagine— Enter a Messenger. How now? What news?
797	4	7	MESSENGER	KING	Letters, my lord, from Hamlet. This to your Majesty; this to the Queen.
798	4	7	KING	MESSENGER	From Hamlet! Who brought them?
799	4	7	MESSENGER	KING	Sailors, my lord, they say; I saw them not. They were given me by Claudio. He receiv’d them Of him that brought them.
800	4	7	KING	MESSENGER	Laertes, you shall hear them. Leave us. ‘High and mighty, you shall know I am set naked on your kingdom. Tomorrow shall I beg leave to see your kingly eyes. When I shall, first asking your pardon thereunto, recount the occasions of my sudden and more strange return.
801	4	7	HAMLET	KING	’ What should this mean? Are all the rest come back? Or is it some abuse, and no such thing?
802	4	7	LAERTES	HAMLET	Know you the hand?
803	4	7	KING	LAERTES	’Tis Hamlet’s character. ’Naked!’ And in a postscript here he says ‘alone.’ Can you advise me?
804	4	7	LAERTES	KING	I am lost in it, my lord. But let him come, It warms the very sickness in my heart That I shall live and tell him to his teeth, ‘Thus diest thou.’
805	4	7	KING	LAERTES	If it be so, Laertes,— As how should it be so? How otherwise?— Will you be rul’d by me?
806	4	7	LAERTES	KING	Ay, my lord; So you will not o’errule me to a peace.
807	4	7	KING	LAERTES	To thine own peace. If he be now return’d, As checking at his voyage, and that he means No more to undertake it, I will work him To exploit, now ripe in my device, Under the which he shall not choose but fall; And for his death no wind shall breathe, But even his mother shall uncharge the practice And call it accident.
808	4	7	LAERTES	KING	My lord, I will be rul’d; The rather if you could devise it so That I might be the organ.
809	4	7	KING	LAERTES	It falls right. You have been talk’d of since your travel much, And that in Hamlet’s hearing, for a quality Wherein they say you shine. Your sum of parts Did not together pluck such envy from him As did that one, and that, in my regard, Of the unworthiest siege.
810	4	7	LAERTES	KING	What part is that, my lord?
811	4	7	KING	LAERTES	A very riband in the cap of youth, Yet needful too, for youth no less becomes The light and careless livery that it wears Than settled age his sables and his weeds, Importing health and graveness. Two months since Here was a gentleman of Normandy,— I’ve seen myself, and serv’d against, the French, And they can well on horseback, but this gallant Had witchcraft in’t. He grew unto his seat, And to such wondrous doing brought his horse, As had he been incorps’d and demi-natur’d With the brave beast. So far he topp’d my thought That I in forgery of shapes and tricks, Come short of what he did.
812	4	7	LAERTES	KING	A Norman was’t?
813	4	7	KING	LAERTES	A Norman.
814	4	7	LAERTES	KING	Upon my life, Lamond.
815	4	7	KING	LAERTES	The very same.
816	4	7	LAERTES	KING	I know him well. He is the brooch indeed And gem of all the nation.
817	4	7	KING	LAERTES	He made confession of you, And gave you such a masterly report For art and exercise in your defence, And for your rapier most especially, That he cried out ’twould be a sight indeed If one could match you. The scrimers of their nation He swore had neither motion, guard, nor eye, If you oppos’d them. Sir, this report of his Did Hamlet so envenom with his envy That he could nothing do but wish and beg Your sudden coming o’er to play with him. Now, out of this,—
818	4	7	LAERTES	KING	What out of this, my lord?
819	4	7	KING	LAERTES	Laertes, was your father dear to you? Or are you like the painting of a sorrow, A face without a heart?
820	4	7	LAERTES	KING	Why ask you this?
821	4	7	KING	LAERTES	Not that I think you did not love your father, But that I know love is begun by time, And that I see, in passages of proof, Time qualifies the spark and fire of it. There lives within the very flame of love A kind of wick or snuff that will abate it; And nothing is at a like goodness still, For goodness, growing to a pleurisy, Dies in his own too much. That we would do, We should do when we would; for this ‘would’ changes, And hath abatements and delays as many As there are tongues, are hands, are accidents; And then this ‘should’ is like a spendthrift sigh That hurts by easing. But to the quick o’ th’ulcer: Hamlet comes back: what would you undertake To show yourself your father’s son in deed, More than in words?
822	4	7	LAERTES	KING	To cut his throat i’ th’ church.
823	4	7	KING	LAERTES	No place, indeed, should murder sanctuarize; Revenge should have no bounds. But good Laertes, Will you do this, keep close within your chamber. Hamlet return’d shall know you are come home: We’ll put on those shall praise your excellence, And set a double varnish on the fame The Frenchman gave you, bring you in fine together And wager on your heads. He, being remiss, Most generous, and free from all contriving, Will not peruse the foils; so that with ease, Or with a little shuffling, you may choose A sword unbated, and in a pass of practice, Requite him for your father.
824	4	7	LAERTES	KING	I will do’t. And for that purpose I’ll anoint my sword. I bought an unction of a mountebank So mortal that, but dip a knife in it, Where it draws blood no cataplasm so rare, Collected from all simples that have virtue Under the moon, can save the thing from death This is but scratch’d withal. I’ll touch my point With this contagion, that if I gall him slightly, It may be death.
825	4	7	KING	LAERTES	Let’s further think of this, Weigh what convenience both of time and means May fit us to our shape. If this should fail, And that our drift look through our bad performance. ’Twere better not assay’d. Therefore this project Should have a back or second, that might hold If this did blast in proof. Soft, let me see. We’ll make a solemn wager on your cunnings,— I ha’t! When in your motion you are hot and dry, As make your bouts more violent to that end, And that he calls for drink, I’ll have prepar’d him A chalice for the nonce; whereon but sipping, If he by chance escape your venom’d stuck, Our purpose may hold there. Enter Queen. How now, sweet Queen?
826	4	7	QUEEN	KING	One woe doth tread upon another’s heel, So fast they follow. Your sister’s drown’d, Laertes.
827	4	7	LAERTES	QUEEN	Drown’d! O, where?
828	4	7	QUEEN	LAERTES	There is a willow grows aslant a brook, That shows his hoary leaves in the glassy stream. There with fantastic garlands did she make Of crow-flowers, nettles, daisies, and long purples, That liberal shepherds give a grosser name, But our cold maids do dead men’s fingers call them. There on the pendant boughs her coronet weeds Clamb’ring to hang, an envious sliver broke, When down her weedy trophies and herself Fell in the weeping brook. Her clothes spread wide, And mermaid-like, awhile they bore her up, Which time she chaunted snatches of old tunes, As one incapable of her own distress, Or like a creature native and indued Unto that element. But long it could not be Till that her garments, heavy with their drink, Pull’d the poor wretch from her melodious lay To muddy death.
829	4	7	LAERTES	QUEEN	Alas, then she is drown’d?
830	4	7	QUEEN	LAERTES	Drown’d, drown’d.
831	4	7	LAERTES	QUEEN	Too much of water hast thou, poor Ophelia, And therefore I forbid my tears. But yet It is our trick; nature her custom holds, Let shame say what it will. When these are gone, The woman will be out. Adieu, my lord, I have a speech of fire, that fain would blaze, But that this folly douts it.
832	4	7	KING	LAERTES	Let’s follow, Gertrude; How much I had to do to calm his rage! Now fear I this will give it start again; Therefore let’s follow.
833	5	1	FIRST CLOWN	SECOND CLOWN	Is she to be buried in Christian burial, when she wilfully seeks her own salvation?
834	5	1	SECOND CLOWN	FIRST CLOWN	I tell thee she is, and therefore make her grave straight. The crowner hath sat on her, and finds it Christian burial.
835	5	1	FIRST CLOWN	SECOND CLOWN	How can that be, unless she drowned herself in her own defence?
836	5	1	SECOND CLOWN	FIRST CLOWN	Why, ’tis found so.
837	5	1	FIRST CLOWN	SECOND CLOWN	It must be _se offendendo_, it cannot be else. For here lies the point: if I drown myself wittingly, it argues an act: and an act hath three branches. It is to act, to do, and to perform: argal, she drowned herself wittingly.
838	5	1	SECOND CLOWN	FIRST CLOWN	Nay, but hear you, goodman delver,—
839	5	1	FIRST CLOWN	SECOND CLOWN	Give me leave. Here lies the water; good. Here stands the man; good. If the man go to this water and drown himself, it is, will he nill he, he goes,—mark you that. But if the water come to him and drown him, he drowns not himself. Argal, he that is not guilty of his own death shortens not his own life.
840	5	1	SECOND CLOWN	FIRST CLOWN	But is this law?
841	5	1	FIRST CLOWN	SECOND CLOWN	Ay, marry, is’t, crowner’s quest law.
842	5	1	SECOND CLOWN	FIRST CLOWN	Will you ha’ the truth on’t? If this had not been a gentlewoman, she should have been buried out o’ Christian burial.
843	5	1	FIRST CLOWN	SECOND CLOWN	Why, there thou say’st. And the more pity that great folk should have countenance in this world to drown or hang themselves more than their even Christian. Come, my spade. There is no ancient gentlemen but gardeners, ditchers, and grave-makers: they hold up Adam’s profession.
844	5	1	SECOND CLOWN	FIRST CLOWN	Was he a gentleman?
845	5	1	FIRST CLOWN	SECOND CLOWN	He was the first that ever bore arms.
846	5	1	SECOND CLOWN	FIRST CLOWN	Why, he had none.
847	5	1	FIRST CLOWN	SECOND CLOWN	What, art a heathen? How dost thou understand the Scripture? The Scripture says Adam digg’d. Could he dig without arms? I’ll put another question to thee. If thou answerest me not to the purpose, confess thyself—
848	5	1	SECOND CLOWN	FIRST CLOWN	Go to.
849	5	1	FIRST CLOWN	SECOND CLOWN	What is he that builds stronger than either the mason, the shipwright, or the carpenter?
850	5	1	SECOND CLOWN	FIRST CLOWN	The gallows-maker; for that frame outlives a thousand tenants.
851	5	1	FIRST CLOWN	SECOND CLOWN	I like thy wit well in good faith, the gallows does well. But how does it well? It does well to those that do ill. Now, thou dost ill to say the gallows is built stronger than the church; argal, the gallows may do well to thee. To’t again, come.
852	5	1	SECOND CLOWN	FIRST CLOWN	Who builds stronger than a mason, a shipwright, or a carpenter?
853	5	1	FIRST CLOWN	SECOND CLOWN	Ay, tell me that, and unyoke.
854	5	1	SECOND CLOWN	FIRST CLOWN	Marry, now I can tell.
855	5	1	FIRST CLOWN	SECOND CLOWN	To’t.
856	5	1	SECOND CLOWN	FIRST CLOWN	Mass, I cannot tell. Enter Hamlet and Horatio, at a distance.
857	5	1	FIRST CLOWN	SECOND CLOWN	Cudgel thy brains no more about it, for your dull ass will not mend his pace with beating; and when you are asked this question next, say ‘a grave-maker’. The houses he makes last till doomsday. Go, get thee to Yaughan; fetch me a stoup of liquor. In youth when I did love, did love, Methought it was very sweet; To contract, O, the time for, a, my behove, O methought there was nothing meet.
858	5	1	HAMLET	FIRST CLOWN	Has this fellow no feeling of his business, that he sings at grave-making?
859	5	1	HORATIO	HAMLET	Custom hath made it in him a property of easiness.
860	5	1	HAMLET	HORATIO	’Tis e’en so; the hand of little employment hath the daintier sense.
861	5	1	FIRST CLOWN	HAMLET	But age with his stealing steps Hath claw’d me in his clutch, And hath shipp’d me into the land, As if I had never been such.
862	5	1	HAMLET	FIRST CLOWN	That skull had a tongue in it, and could sing once. How the knave jowls it to th’ ground, as if ’twere Cain’s jawbone, that did the first murder! This might be the pate of a politician which this ass now o’er-offices, one that would circumvent God, might it not?
863	5	1	HORATIO	HAMLET	It might, my lord.
864	5	1	HAMLET	HORATIO	Or of a courtier, which could say ‘Good morrow, sweet lord! How dost thou, good lord?’ This might be my lord such-a-one, that praised my lord such-a-one’s horse when he meant to beg it, might it not?
865	5	1	HORATIO	HAMLET	Ay, my lord.
866	5	1	HAMLET	HORATIO	Why, e’en so: and now my Lady Worm’s; chapless, and knocked about the mazard with a sexton’s spade. Here’s fine revolution, an we had the trick to see’t. Did these bones cost no more the breeding but to play at loggets with ’em? Mine ache to think on’t.
867	5	1	FIRST CLOWN	HAMLET	A pickaxe and a spade, a spade, For and a shrouding-sheet; O, a pit of clay for to be made For such a guest is meet.
868	5	1	HAMLET	FIRST CLOWN	There’s another. Why may not that be the skull of a lawyer? Where be his quiddits now, his quillets, his cases, his tenures, and his tricks? Why does he suffer this rude knave now to knock him about the sconce with a dirty shovel, and will not tell him of his action of battery? Hum. This fellow might be in’s time a great buyer of land, with his statutes, his recognizances, his fines, his double vouchers, his recoveries. Is this the fine of his fines, and the recovery of his recoveries, to have his fine pate full of fine dirt? Will his vouchers vouch him no more of his purchases, and double ones too, than the length and breadth of a pair of indentures? The very conveyances of his lands will scarcely lie in this box; and must the inheritor himself have no more, ha?
869	5	1	HORATIO	HAMLET	Not a jot more, my lord.
870	5	1	HAMLET	HORATIO	Is not parchment made of sheep-skins?
871	5	1	HORATIO	HAMLET	Ay, my lord, and of calf-skins too.
872	5	1	HAMLET	HORATIO	They are sheep and calves which seek out assurance in that. I will speak to this fellow.—Whose grave’s this, sir?
873	5	1	FIRST CLOWN	HAMLET	Mine, sir. O, a pit of clay for to be made For such a guest is meet.
874	5	1	HAMLET	FIRST CLOWN	I think it be thine indeed, for thou liest in’t.
875	5	1	FIRST CLOWN	HAMLET	You lie out on’t, sir, and therefore ’tis not yours. For my part, I do not lie in’t, yet it is mine.
876	5	1	HAMLET	FIRST CLOWN	Thou dost lie in’t, to be in’t and say it is thine. ’Tis for the dead, not for the quick; therefore thou liest.
877	5	1	FIRST CLOWN	HAMLET	’Tis a quick lie, sir; ’t will away again from me to you.
878	5	1	HAMLET	FIRST CLOWN	What man dost thou dig it for?
879	5	1	FIRST CLOWN	HAMLET	For no man, sir.
880	5	1	HAMLET	FIRST CLOWN	What woman then?
881	5	1	FIRST CLOWN	HAMLET	For none neither.
882	5	1	HAMLET	FIRST CLOWN	Who is to be buried in’t?
883	5	1	FIRST CLOWN	HAMLET	One that was a woman, sir; but, rest her soul, she’s dead.
884	5	1	HAMLET	FIRST CLOWN	How absolute the knave is! We must speak by the card, or equivocation will undo us. By the Lord, Horatio, these three years I have taken note of it, the age is grown so picked that the toe of the peasant comes so near the heel of the courtier he galls his kibe.—How long hast thou been a grave-maker?
885	5	1	FIRST CLOWN	HAMLET	Of all the days i’ th’ year, I came to’t that day that our last King Hamlet o’ercame Fortinbras.
886	5	1	HAMLET	FIRST CLOWN	How long is that since?
887	5	1	FIRST CLOWN	HAMLET	Cannot you tell that? Every fool can tell that. It was the very day that young Hamlet was born,—he that is mad, and sent into England.
888	5	1	HAMLET	FIRST CLOWN	Ay, marry, why was he sent into England?
889	5	1	FIRST CLOWN	HAMLET	Why, because he was mad; he shall recover his wits there; or if he do not, it’s no great matter there.
890	5	1	HAMLET	FIRST CLOWN	Why?
891	5	1	FIRST CLOWN	HAMLET	’Twill not be seen in him there; there the men are as mad as he.
892	5	1	HAMLET	FIRST CLOWN	How came he mad?
893	5	1	FIRST CLOWN	HAMLET	Very strangely, they say.
894	5	1	HAMLET	FIRST CLOWN	How strangely?
895	5	1	FIRST CLOWN	HAMLET	Faith, e’en with losing his wits.
896	5	1	HAMLET	FIRST CLOWN	Upon what ground?
897	5	1	FIRST CLOWN	HAMLET	Why, here in Denmark. I have been sexton here, man and boy, thirty years.
898	5	1	HAMLET	FIRST CLOWN	How long will a man lie i’ th’earth ere he rot?
899	5	1	FIRST CLOWN	HAMLET	Faith, if he be not rotten before he die,—as we have many pocky corses nowadays that will scarce hold the laying in,—he will last you some eight year or nine year. A tanner will last you nine year.
900	5	1	HAMLET	FIRST CLOWN	Why he more than another?
901	5	1	FIRST CLOWN	HAMLET	Why, sir, his hide is so tann’d with his trade that he will keep out water a great while. And your water is a sore decayer of your whoreson dead body. Here’s a skull now; this skull hath lain in the earth three-and-twenty years.
902	5	1	HAMLET	FIRST CLOWN	Whose was it?
903	5	1	FIRST CLOWN	HAMLET	A whoreson, mad fellow’s it was. Whose do you think it was?
904	5	1	HAMLET	FIRST CLOWN	Nay, I know not.
905	5	1	FIRST CLOWN	HAMLET	A pestilence on him for a mad rogue! A pour’d a flagon of Rhenish on my head once. This same skull, sir, was Yorick’s skull, the King’s jester.
906	5	1	HAMLET	FIRST CLOWN	This?
907	5	1	FIRST CLOWN	HAMLET	E’en that.
908	5	1	HAMLET	FIRST CLOWN	Let me see. Alas, poor Yorick. I knew him, Horatio, a fellow of infinite jest, of most excellent fancy. He hath borne me on his back a thousand times; and now, how abhorred in my imagination it is! My gorge rises at it. Here hung those lips that I have kiss’d I know not how oft. Where be your gibes now? your gambols? your songs? your flashes of merriment, that were wont to set the table on a roar? Not one now, to mock your own grinning? Quite chop-fallen? Now get you to my lady’s chamber, and tell her, let her paint an inch thick, to this favour she must come. Make her laugh at that.—Prythee, Horatio, tell me one thing.
909	5	1	HORATIO	HAMLET	What’s that, my lord?
910	5	1	HAMLET	HORATIO	Dost thou think Alexander looked o’ this fashion i’ th’earth?
911	5	1	HORATIO	HAMLET	E’en so.
912	5	1	HAMLET	HORATIO	And smelt so? Pah!
913	5	1	HORATIO	HAMLET	E’en so, my lord.
914	5	1	HAMLET	HORATIO	To what base uses we may return, Horatio! Why may not imagination trace the noble dust of Alexander till he find it stopping a bung-hole?
915	5	1	HORATIO	HAMLET	’Twere to consider too curiously to consider so.
916	5	1	HAMLET	HORATIO	No, faith, not a jot. But to follow him thither with modesty enough, and likelihood to lead it; as thus. Alexander died, Alexander was buried, Alexander returneth into dust; the dust is earth; of earth we make loam; and why of that loam whereto he was converted might they not stop a beer-barrel? Imperious Caesar, dead and turn’d to clay, Might stop a hole to keep the wind away. O, that that earth which kept the world in awe Should patch a wall t’expel the winter’s flaw. But soft! but soft! aside! Here comes the King. Enter priests, &c, in procession; the corpse of Ophelia, Laertes and Mourners following; King, Queen, their Trains, &c. The Queen, the courtiers. Who is that they follow? And with such maimed rites? This doth betoken The corse they follow did with desperate hand Fordo it own life. ’Twas of some estate. Couch we awhile and mark.
917	5	1	LAERTES	HAMLET	What ceremony else?
918	5	1	HAMLET	LAERTES	That is Laertes, a very noble youth. Mark.
919	5	1	LAERTES	HAMLET	What ceremony else?
920	5	1	PRIEST	LAERTES	Her obsequies have been as far enlarg’d As we have warranties. Her death was doubtful; And but that great command o’ersways the order, She should in ground unsanctified have lodg’d Till the last trumpet. For charitable prayers, Shards, flints, and pebbles should be thrown on her. Yet here she is allowed her virgin rites, Her maiden strewments, and the bringing home Of bell and burial.
921	5	1	LAERTES	PRIEST	Must there no more be done?
922	5	1	PRIEST	LAERTES	No more be done. We should profane the service of the dead To sing sage requiem and such rest to her As to peace-parted souls.
923	5	1	LAERTES	PRIEST	Lay her i’ th’earth, And from her fair and unpolluted flesh May violets spring. I tell thee, churlish priest, A minist’ring angel shall my sister be When thou liest howling.
924	5	1	HAMLET	LAERTES	What, the fair Ophelia?
925	5	1	QUEEN	HAMLET	Sweets to the sweet. Farewell. I hop’d thou shouldst have been my Hamlet’s wife; I thought thy bride-bed to have deck’d, sweet maid, And not have strew’d thy grave.
926	5	1	LAERTES	QUEEN	O, treble woe Fall ten times treble on that cursed head Whose wicked deed thy most ingenious sense Depriv’d thee of. Hold off the earth a while, Till I have caught her once more in mine arms. [_Leaps into the grave._] Now pile your dust upon the quick and dead, Till of this flat a mountain you have made, To o’ertop old Pelion or the skyish head Of blue Olympus.
927	5	1	HAMLET	LAERTES	What is he whose grief Bears such an emphasis? whose phrase of sorrow Conjures the wand’ring stars, and makes them stand Like wonder-wounded hearers? This is I, Hamlet the Dane. [_Leaps into the grave._]
928	5	1	LAERTES	HAMLET	The devil take thy soul!
929	5	1	HAMLET	LAERTES	Thou pray’st not well. I prythee take thy fingers from my throat; For though I am not splenative and rash, Yet have I in me something dangerous, Which let thy wiseness fear. Away thy hand!
930	5	1	KING	HAMLET	Pluck them asunder.
931	5	1	QUEEN	KING	Hamlet! Hamlet! All. Gentlemen!
932	5	1	HORATIO	QUEEN	Good my lord, be quiet.
933	5	1	HAMLET	HORATIO	Why, I will fight with him upon this theme Until my eyelids will no longer wag.
934	5	1	QUEEN	HAMLET	O my son, what theme?
935	5	1	HAMLET	QUEEN	I lov’d Ophelia; forty thousand brothers Could not, with all their quantity of love, Make up my sum. What wilt thou do for her?
936	5	1	KING	HAMLET	O, he is mad, Laertes.
937	5	1	QUEEN	KING	For love of God forbear him!
938	5	1	HAMLET	QUEEN	’Swounds, show me what thou’lt do: Woul’t weep? woul’t fight? woul’t fast? woul’t tear thyself? Woul’t drink up eisel? eat a crocodile? I’ll do’t. Dost thou come here to whine? To outface me with leaping in her grave? Be buried quick with her, and so will I. And if thou prate of mountains, let them throw Millions of acres on us, till our ground, Singeing his pate against the burning zone, Make Ossa like a wart. Nay, an thou’lt mouth, I’ll rant as well as thou.
939	5	1	QUEEN	HAMLET	This is mere madness: And thus awhile the fit will work on him; Anon, as patient as the female dove, When that her golden couplets are disclos’d, His silence will sit drooping.
940	5	1	HAMLET	QUEEN	Hear you, sir; What is the reason that you use me thus? I lov’d you ever. But it is no matter. Let Hercules himself do what he may, The cat will mew, and dog will have his day.
941	5	1	KING	HAMLET	I pray thee, good Horatio, wait upon him. Strengthen your patience in our last night’s speech; We’ll put the matter to the present push.— Good Gertrude, set some watch over your son. This grave shall have a living monument. An hour of quiet shortly shall we see; Till then in patience our proceeding be.
942	5	2	HAMLET	HORATIO	So much for this, sir. Now let me see the other; You do remember all the circumstance?
943	5	2	HORATIO	HAMLET	Remember it, my lord!
944	5	2	HAMLET	HORATIO	Sir, in my heart there was a kind of fighting That would not let me sleep. Methought I lay Worse than the mutinies in the bilboes. Rashly, And prais’d be rashness for it,—let us know, Our indiscretion sometime serves us well, When our deep plots do pall; and that should teach us There’s a divinity that shapes our ends, Rough-hew them how we will.
945	5	2	HORATIO	HAMLET	That is most certain.
946	5	2	HAMLET	HORATIO	Up from my cabin, My sea-gown scarf’d about me, in the dark Grop’d I to find out them; had my desire, Finger’d their packet, and in fine, withdrew To mine own room again, making so bold, My fears forgetting manners, to unseal Their grand commission; where I found, Horatio, Oh royal knavery! an exact command, Larded with many several sorts of reasons, Importing Denmark’s health, and England’s too, With ho! such bugs and goblins in my life, That on the supervise, no leisure bated, No, not to stay the grinding of the axe, My head should be struck off.
947	5	2	HORATIO	HAMLET	Is’t possible?
948	5	2	HAMLET	HORATIO	Here’s the commission, read it at more leisure. But wilt thou hear me how I did proceed?
949	5	2	HORATIO	HAMLET	I beseech you.
950	5	2	HAMLET	HORATIO	Being thus benetted round with villanies,— Or I could make a prologue to my brains, They had begun the play,—I sat me down, Devis’d a new commission, wrote it fair: I once did hold it, as our statists do, A baseness to write fair, and labour’d much How to forget that learning; but, sir, now It did me yeoman’s service. Wilt thou know The effect of what I wrote?
951	5	2	HORATIO	HAMLET	Ay, good my lord.
952	5	2	HAMLET	HORATIO	An earnest conjuration from the King, As England was his faithful tributary, As love between them like the palm might flourish, As peace should still her wheaten garland wear And stand a comma ’tween their amities, And many such-like ‘as’es of great charge, That on the view and know of these contents, Without debatement further, more or less, He should the bearers put to sudden death, Not shriving-time allow’d.
953	5	2	HORATIO	HAMLET	How was this seal’d?
954	5	2	HAMLET	HORATIO	Why, even in that was heaven ordinant. I had my father’s signet in my purse, Which was the model of that Danish seal: Folded the writ up in the form of the other, Subscrib’d it: gave’t th’impression; plac’d it safely, The changeling never known. Now, the next day Was our sea-fight, and what to this was sequent Thou know’st already.
955	5	2	HORATIO	HAMLET	So Guildenstern and Rosencrantz go to’t.
956	5	2	HAMLET	HORATIO	Why, man, they did make love to this employment. They are not near my conscience; their defeat Does by their own insinuation grow. ’Tis dangerous when the baser nature comes Between the pass and fell incensed points Of mighty opposites.
957	5	2	HORATIO	HAMLET	Why, what a king is this!
958	5	2	HAMLET	HORATIO	Does it not, thinks’t thee, stand me now upon,— He that hath kill’d my king, and whor’d my mother, Popp’d in between th’election and my hopes, Thrown out his angle for my proper life, And with such cozenage—is’t not perfect conscience To quit him with this arm? And is’t not to be damn’d To let this canker of our nature come In further evil?
959	5	2	HORATIO	HAMLET	It must be shortly known to him from England What is the issue of the business there.
960	5	2	HAMLET	HORATIO	It will be short. The interim is mine; And a man’s life’s no more than to say ‘One’. But I am very sorry, good Horatio, That to Laertes I forgot myself; For by the image of my cause I see The portraiture of his. I’ll court his favours. But sure the bravery of his grief did put me Into a tow’ring passion.
961	5	2	HORATIO	HAMLET	Peace, who comes here? Enter Osric.
962	5	2	OSRIC	HORATIO	Your lordship is right welcome back to Denmark.
963	5	2	HAMLET	OSRIC	I humbly thank you, sir. Dost know this waterfly?
964	5	2	HORATIO	HAMLET	No, my good lord.
965	5	2	HAMLET	HORATIO	Thy state is the more gracious; for ’tis a vice to know him. He hath much land, and fertile; let a beast be lord of beasts, and his crib shall stand at the king’s mess; ’tis a chough; but, as I say, spacious in the possession of dirt.
966	5	2	OSRIC	HAMLET	Sweet lord, if your lordship were at leisure, I should impart a thing to you from his Majesty.
967	5	2	HAMLET	OSRIC	I will receive it with all diligence of spirit. Put your bonnet to his right use; ’tis for the head.
968	5	2	OSRIC	HAMLET	I thank your lordship, ’tis very hot.
969	5	2	HAMLET	OSRIC	No, believe me, ’tis very cold, the wind is northerly.
970	5	2	OSRIC	HAMLET	It is indifferent cold, my lord, indeed.
971	5	2	HAMLET	OSRIC	Methinks it is very sultry and hot for my complexion.
972	5	2	OSRIC	HAMLET	Exceedingly, my lord; it is very sultry,—as ’twere—I cannot tell how. But, my lord, his Majesty bade me signify to you that he has laid a great wager on your head. Sir, this is the matter,—
973	5	2	HAMLET	OSRIC	I beseech you, remember,—
974	5	2	OSRIC	HAMLET	Nay, in good faith; for mine ease, in good faith. Sir, here is newly come to court Laertes; believe me, an absolute gentleman, full of most excellent differences, of very soft society and great showing. Indeed, to speak feelingly of him, he is the card or calendar of gentry; for you shall find in him the continent of what part a gentleman would see.
975	5	2	HAMLET	OSRIC	Sir, his definement suffers no perdition in you, though I know, to divide him inventorially would dizzy th’arithmetic of memory, and yet but yaw neither, in respect of his quick sail. But, in the verity of extolment, I take him to be a soul of great article and his infusion of such dearth and rareness as, to make true diction of him, his semblable is his mirror and who else would trace him his umbrage, nothing more.
976	5	2	OSRIC	HAMLET	Your lordship speaks most infallibly of him.
977	5	2	HAMLET	OSRIC	The concernancy, sir? Why do we wrap the gentleman in our more rawer breath?
978	5	2	OSRIC	HAMLET	Sir?
979	5	2	HORATIO	OSRIC	Is’t not possible to understand in another tongue? You will do’t, sir, really.
980	5	2	HAMLET	HORATIO	What imports the nomination of this gentleman?
981	5	2	OSRIC	HAMLET	Of Laertes?
982	5	2	HORATIO	OSRIC	His purse is empty already, all’s golden words are spent.
983	5	2	HAMLET	HORATIO	Of him, sir.
984	5	2	OSRIC	HAMLET	I know you are not ignorant,—
985	5	2	HAMLET	OSRIC	I would you did, sir; yet in faith if you did, it would not much approve me. Well, sir?
986	5	2	OSRIC	HAMLET	You are not ignorant of what excellence Laertes is,—
987	5	2	HAMLET	OSRIC	I dare not confess that, lest I should compare with him in excellence; but to know a man well were to know himself.
988	5	2	OSRIC	HAMLET	I mean, sir, for his weapon; but in the imputation laid on him, by them in his meed he’s unfellowed.
989	5	2	HAMLET	OSRIC	What’s his weapon?
990	5	2	OSRIC	HAMLET	Rapier and dagger.
991	5	2	HAMLET	OSRIC	That’s two of his weapons. But well.
992	5	2	OSRIC	HAMLET	The King, sir, hath wager’d with him six Barbary horses, against the which he has imponed, as I take it, six French rapiers and poniards, with their assigns, as girdle, hangers, and so. Three of the carriages, in faith, are very dear to fancy, very responsive to the hilts, most delicate carriages, and of very liberal conceit.
993	5	2	HAMLET	OSRIC	What call you the carriages?
994	5	2	HORATIO	HAMLET	I knew you must be edified by the margin ere you had done.
995	5	2	OSRIC	HORATIO	The carriages, sir, are the hangers.
996	5	2	HAMLET	OSRIC	The phrase would be more german to the matter if we could carry cannon by our sides. I would it might be hangers till then. But on. Six Barbary horses against six French swords, their assigns, and three liberal conceited carriages: that’s the French bet against the Danish. Why is this all imponed, as you call it?
